"date","EventProcessedUtcTime","PartitionId","EventEnqueuedUtcTime","metadata_deviceType","metadata_studentId","metadata_uid","telemetry_temperature","telemetry_pressure","telemetry_humidity","telemetry_windSpeed","telemetry_windDirection","IoTHub_ConnectionDeviceId"
2019-07-14T00:00:00.0000000,2019-07-14T13:38:45.5032969Z,1,2019-07-14T13:38:45.4170000Z,"WeatherStation","7D358050","A007C7C1302B9812",31.200000762939453,966.70849609375,33.5,5.1999998092651367,312,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:38:50.6922562Z,1,2019-07-14T13:38:50.6540000Z,"WeatherStation","7D358050","A007C7C1302B9812",31.200000762939453,966.7001953125,33.400001525878906,5.1999998092651367,312,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:38:55.9729668Z,1,2019-07-14T13:38:55.8930000Z,"WeatherStation","7D358050","A007C7C1302B9812",31.200000762939453,966.749755859375,33.599998474121094,5.1999998092651367,312,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:01.1509696Z,1,2019-07-14T13:39:01.1390000Z,"WeatherStation","7D358050","F8316606A6B3A4D0",31.200000762939453,966.68994140625,33.5,5.1999998092651367,311,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:06.4369565Z,1,2019-07-14T13:39:06.3780000Z,"WeatherStation","7D358050","43DD8642598BC9E8",31.100000381469727,966.74853515625,33.5,5.1999998092651367,311,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:11.7235594Z,1,2019-07-14T13:39:11.6300000Z,"WeatherStation","7D358050","AB1BE130C263C099",31.100000381469727,966.69970703125,33.400001525878906,5.1999998092651367,313,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:16.9115710Z,1,2019-07-14T13:39:16.8740000Z,"WeatherStation","7D358050","1791067C1196C0A5",31,966.716064453125,33.400001525878906,5.1999998092651367,312,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:22.2021794Z,1,2019-07-14T13:39:22.1080000Z,"WeatherStation","7D358050","E5F62434DBB0EE48",31,966.713623046875,33.400001525878906,5.1999998092651367,309,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:27.3841847Z,1,2019-07-14T13:39:27.3410000Z,"WeatherStation","7D358050","AE6A05BDC831E816",31.100000381469727,966.7353515625,33.599998474121094,5.1999998092651367,312,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:32.6801816Z,1,2019-07-14T13:39:32.5970000Z,"WeatherStation","7D358050","AE6A05BDC831E816",31.100000381469727,966.7265625,33.599998474121094,5.1999998092651367,312,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:37.8712697Z,1,2019-07-14T13:39:37.8380000Z,"WeatherStation","7D358050","AE6A05BDC831E816",31.100000381469727,966.70263671875,33.5,5.1999998092651367,312,"CWF-MX-001"
2019-07-14T00:00:00.0000000,2019-07-14T13:39:43.1602164Z,1,2019-07-14T13:39:43.0790000Z,"WeatherStation","7D358050","AE6A05BDC831E816",31.100000381469727,966.72265625,33.400001525878906,5.1999998092651367,312,"CWF-MX-001"
